"Number of Particles" "Step time" "Emission time" "LBM step time" "Update time"
2160 0.08384 6e-06 0.021019 0.062815
2180 0.085028 1.3e-05 0.020997 0.064018
2200 0.086131 1.2e-05 0.021038 0.065081
2220 0.087255 6e-06 0.020979 0.06627
2240 0.088434 1.3e-05 0.020995 0.067426
2260 0.089662 5e-06 0.021002 0.068655
2280 0.090866 1.3e-05 0.021008 0.069845
2300 0.09209 5e-06 0.020981 0.071104
2320 0.093312 1.3e-05 0.020998 0.072301
2340 0.094721 6e-06 0.021142 0.073573
2360 0.095876 1.3e-05 0.020986 0.074877
2380 0.097115 6e-06 0.020973 0.076136
2400 0.098612 1.3e-05 0.021103 0.077496
2420 0.09962 1.2e-05 0.02101 0.078598
2440 0.100948 6e-06 0.021021 0.079921
2460 0.102282 1.4e-05 0.021018 0.08125
2480 0.103544 6e-06 0.020976 0.082562
2500 0.104817 1.4e-05 0.020962 0.083841
2520 0.106229 5e-06 0.020962 0.085262
2540 0.107812 1.5e-05 0.021209 0.086588
2560 0.108922 6e-06 0.020983 0.087933
2580 0.110533 1.9e-05 0.021101 0.089413
2600 0.111816 5e-06 0.021063 0.090748
2620 0.113163 1.9e-05 0.020977 0.092167
2640 0.114624 5e-06 0.02098 0.093639
2660 0.115957 1.4e-05 0.020994 0.094949
2680 0.117543 1.4e-05 0.021022 0.096507
2700 0.11894 5e-06 0.02101 0.097925
2720 0.120397 1.4e-05 0.021001 0.099382
2740 0.12178 5e-06 0.020986 0.100789
2760 0.12349 1.2e-05 0.021027 0.102451
2780 0.124732 5e-06 0.020971 0.103756
2800 0.126356 1.4e-05 0.021033 0.105309
2820 0.127812 6e-06 0.021003 0.106803
2840 0.129322 1.4e-05 0.021029 0.108279
2860 0.131014 5e-06 0.020977 0.110032
2880 0.132412 1.3e-05 0.020983 0.111416
2900 0.134073 1.4e-05 0.020964 0.113095
2920 0.135926 6e-06 0.021352 0.114568
2940 0.137229 1.4e-05 0.02097 0.116245
2960 0.138846 6e-06 0.021024 0.117816
2980 0.140332 1.4e-05 0.020961 0.119357
3000 0.14199 5e-06 0.020983 0.121002
3020 0.144384 1.3e-05 0.020994 0.123377
3040 0.145202 5e-06 0.021023 0.124174
3060 0.147098 1.5e-05 0.02103 0.126053
3080 0.148589 5e-06 0.020988 0.127596
3100 0.150286 1.3e-05 0.021095 0.129178
3120 0.1518 1.6e-05 0.020972 0.130812
3140 0.153484 5e-06 0.020981 0.132498
3160 0.155225 2e-05 0.021032 0.134173
3180 0.15718 6e-06 0.021029 0.136145
3200 0.158604 1.3e-05 0.021008 0.137583
3220 0.160334 5e-06 0.021003 0.139326
3240 0.162024 1.4e-05 0.020988 0.141022
3260 0.16374 5e-06 0.020998 0.142737
3280 0.165948 1.4e-05 0.020997 0.144937
3300 0.167516 5e-06 0.020954 0.146557
3320 0.16901 5e-06 0.02098 0.148025
3340 0.170905 1.4e-05 0.020979 0.149912
3360 0.172591 5e-06 0.020988 0.151598
3380 0.174528 1.3e-05 0.021009 0.153506
3400 0.17626 5e-06 0.021024 0.155231
3420 0.178251 1.3e-05 0.02104 0.157198
3440 0.179975 6e-06 0.020993 0.158976
3460 0.181825 1.4e-05 0.020992 0.160819
3480 0.183636 6e-06 0.021001 0.162629
3500 0.185762 1.3e-05 0.020977 0.164772
3520 0.187517 1.2e-05 0.021061 0.166444
3540 0.189422 6e-06 0.021056 0.16836
3560 0.191229 1.3e-05 0.02099 0.170226
3580 0.193102 6e-06 0.020975 0.172121
3600 0.195676 1.5e-05 0.021009 0.174652
3620 0.196928 6e-06 0.020962 0.17596
3640 0.19914 1.7e-05 0.021024 0.178099
3660 0.200886 6e-06 0.021018 0.179862
3680 0.202839 1.4e-05 0.021026 0.181799
3700 0.204761 6e-06 0.02098 0.183775
3720 0.206781 1.3e-05 0.020989 0.185779
3740 0.209056 1.4e-05 0.021067 0.187975
3760 0.210786 5e-06 0.020979 0.189802
3780 0.212743 2e-05 0.021011 0.191712
3800 0.215004 5e-06 0.020991 0.194008
3820 0.217112 1.2e-05 0.021132 0.195968
3840 0.219013 5e-06 0.020975 0.198033
3860 0.220994 1.4e-05 0.021018 0.199962
3880 0.223039 6e-06 0.020978 0.202055
3900 0.2252 1.4e-05 0.021022 0.204164
3920 0.227381 5e-06 0.021048 0.206328
3940 0.229345 1.4e-05 0.020963 0.208368
3960 0.23143 1.4e-05 0.020994 0.210422
3980 0.233751 6e-06 0.020971 0.212774
4000 0.235889 1.2e-05 0.020986 0.214891
4020 0.237774 6e-06 0.020963 0.216805
4040 0.240019 1.3e-05 0.021044 0.218962
4060 0.242707 5e-06 0.02096 0.221742
4080 0.244527 1.3e-05 0.021029 0.223485
4100 0.246522 5e-06 0.020973 0.225544
4120 0.24868 1.3e-05 0.021007 0.22766
4140 0.250841 6e-06 0.020981 0.229854
4160 0.253625 1.7e-05 0.021053 0.232555
4180 0.255356 1.3e-05 0.020975 0.234368
4200 0.257648 6e-06 0.021025 0.236617
4220 0.26025 1.4e-05 0.020978 0.239258
4240 0.262527 6e-06 0.02109 0.241431
4260 0.264577 1.4e-05 0.02097 0.243593
4280 0.266817 7e-06 0.021026 0.245784
4300 0.269137 1.3e-05 0.021008 0.248116
4320 0.271595 6e-06 0.021014 0.250575
4340 0.273903 1.4e-05 0.02101 0.252879
4360 0.27615 6e-06 0.020997 0.255147
4380 0.278767 1.4e-05 0.021309 0.257444
4400 0.281078 1.3e-05 0.021077 0.259988
4420 0.283132 6e-06 0.020985 0.262141
4440 0.286233 1.4e-05 0.020991 0.265228
4460 0.288111 6e-06 0.021004 0.267101
4480 0.290381 1.4e-05 0.020991 0.269376
4500 0.29268 6e-06 0.020967 0.271707
4520 0.295207 1.2e-05 0.021042 0.274153
4540 0.297686 5e-06 0.02121 0.276471
4560 0.299944 1.4e-05 0.020987 0.278943
4580 0.302603 6e-06 0.02097 0.281627
4600 0.305009 6e-06 0.021007 0.283996
4620 0.307349 1.2e-05 0.020992 0.286345
4640 0.309854 6e-06 0.020986 0.288862
4660 0.312517 1.7e-05 0.021039 0.291461
4680 0.314866 5e-06 0.021034 0.293827
4700 0.317537 1.4e-05 0.021026 0.296497
4720 0.320092 5e-06 0.02103 0.299057
4740 0.322444 1.4e-05 0.02098 0.30145
4760 0.325636 6e-06 0.02099 0.30464
4780 0.32777 1.3e-05 0.020972 0.306785
4800 0.330162 1.4e-05 0.021013 0.309135
4820 0.33267 6e-06 0.020976 0.311688
4840 0.335496 1.4e-05 0.021014 0.314468
4860 0.337855 6e-06 0.020962 0.316887
4880 0.340664 1.2e-05 0.021026 0.319626
4900 0.343303 6e-06 0.020965 0.322332
4920 0.345758 1.2e-05 0.021043 0.324703
4940 0.348358 6e-06 0.020976 0.327376
4960 0.351058 1.3e-05 0.020971 0.330074
4980 0.353261 5e-06 0.020968 0.332288
5000 0.356178 2.1e-05 0.021036 0.335121
