"Number of Particles" "Sprites per particle" "Step time" "Emission time" "Rendering time" "LBM step time" "Update time" "FPS"
2000 1 0.112295 0.000157 0.034503 0.021415 0.05622 10
2020 1 0.113356 0.00015 0.034662 0.021265 0.057279 10
2040 1 0.114734 0.000161 0.034781 0.021206 0.058586 10
2060 1 0.116514 0.000151 0.035535 0.021201 0.059627 10
2080 1 0.117779 0.000131 0.035658 0.021207 0.060783 10
2100 1 0.119236 0.000131 0.035825 0.021251 0.062029 10
2120 1 0.120778 0.000152 0.036129 0.021341 0.063156 10
2140 1 0.121986 0.000153 0.036272 0.021232 0.064329 10
2160 1 0.124558 0.000154 0.037219 0.021316 0.065869 10
2180 1 0.125636 0.000154 0.036718 0.021205 0.067559 10
2200 1 0.127411 0.000155 0.037205 0.021262 0.068789 10
2220 1 0.128765 0.000162 0.037382 0.021208 0.070013 10
2240 1 0.130215 0.000154 0.037616 0.021209 0.071236 10
2260 1 0.131741 0.000153 0.037926 0.021206 0.072456 9
2280 1 0.13317 0.000158 0.038123 0.021202 0.073687 9
2300 1 0.134647 0.000153 0.038225 0.021205 0.075064 9
2320 1 0.136527 0.000159 0.038759 0.021209 0.0764 9
2340 1 0.140132 0.000153 0.039015 0.02131 0.079654 9
2360 1 0.141508 0.000152 0.039122 0.02125 0.080984 9
2380 1 0.143206 0.000163 0.039474 0.0212 0.082369 9
2400 1 0.145535 0.000151 0.039668 0.021212 0.084504 9
2420 1 0.14732 0.000167 0.03996 0.021284 0.085909 9
2440 1 0.149056 0.000153 0.040245 0.02122 0.087438 9
2460 1 0.153409 0.000151 0.040473 0.021203 0.091582 9
2480 1 0.155036 0.000157 0.040669 0.021255 0.092955 8
2500 1 0.158061 0.000148 0.041043 0.02123 0.09564 8
2520 1 0.160221 0.000158 0.04118 0.0212 0.097683 8
2540 1 0.161904 0.000152 0.04149 0.021198 0.099064 8
2560 1 0.16357 0.000157 0.041674 0.021211 0.100528 8
2580 1 0.168442 0.000154 0.042033 0.021302 0.104953 8
2600 1 0.169577 0.000153 0.042596 0.021201 0.105627 8
2620 1 0.171224 0.000151 0.042678 0.021208 0.107187 8
2640 1 0.173045 0.000231 0.042699 0.021216 0.108899 8
2660 1 0.17466 0.000151 0.043025 0.021268 0.110216 8
2680 1 0.176802 0.000153 0.043312 0.021194 0.112143 7
2700 1 0.178711 0.000154 0.043627 0.021289 0.113641 7
2720 1 0.180604 0.000149 0.043767 0.021272 0.115416 7
2740 1 0.182792 0.000158 0.044009 0.021341 0.117284 7
2760 1 0.18488 0.000154 0.044151 0.021253 0.119322 7
2780 1 0.187789 0.000153 0.044441 0.021381 0.121814 7
2800 1 0.190022 0.000149 0.044696 0.021441 0.123736 7
2820 1 0.193206 0.000151 0.045089 0.021201 0.126765 7
2840 1 0.195677 0.000159 0.045322 0.021215 0.128981 7
2860 1 0.198823 0.000157 0.045582 0.021348 0.131736 6
2880 1 0.202774 0.000152 0.045896 0.021263 0.135463 6
2900 1 0.206019 0.000157 0.046011 0.021198 0.138653 6
2920 1 0.208404 0.000149 0.046479 0.021219 0.140557 6
2940 1 0.210756 0.000152 0.046721 0.021241 0.142642 6
2960 1 0.213536 0.000154 0.046738 0.021197 0.145447 6
2980 1 0.217858 0.000151 0.047509 0.021234 0.148964 6
3000 1 0.219936 0.00015 0.047424 0.021257 0.151105 6
3020 1 0.221765 0.00015 0.047463 0.02126 0.152892 5
3040 1 0.226456 0.000159 0.047902 0.021209 0.157186 5
3060 1 0.228746 0.000159 0.048051 0.021327 0.159209 5
3080 1 0.231564 0.000153 0.048307 0.021225 0.161879 5
3100 1 0.237624 0.000148 0.049611 0.021196 0.166669 5
3120 1 0.243269 0.000154 0.048826 0.021281 0.173008 5
3140 1 0.245099 0.00015 0.049568 0.021202 0.174179 5
3160 1 0.246586 0.00016 0.049372 0.021209 0.175845 5
3180 1 0.251722 0.000151 0.049779 0.021263 0.180529 5
3200 1 0.260213 0.000157 0.049924 0.02124 0.188892 5
3220 1 0.264327 0.000146 0.050153 0.021195 0.192833 5
3240 1 0.268925 0.000153 0.051358 0.021201 0.196213 5
3260 1 0.269746 0.000155 0.050464 0.021288 0.197839 5
3280 1 0.273301 0.000149 0.051701 0.021205 0.200246 4
3300 1 0.276852 0.000153 0.052347 0.021196 0.203156 4
3320 1 0.281254 0.000151 0.052999 0.021276 0.206828 4
3340 1 0.28554 0.000152 0.054948 0.021199 0.209241 4
3360 1 0.287929 0.000149 0.054668 0.021206 0.211906 4
3380 1 0.294285 0.000152 0.055068 0.021208 0.217857 4
3400 1 0.296827 0.00015 0.056181 0.021309 0.219187 4
3420 1 0.298805 0.000156 0.053312 0.021237 0.2241 4
3440 1 0.302503 0.00015 0.053824 0.021242 0.227287 4
3460 1 0.313294 0.000154 0.054343 0.021209 0.237588 4
3480 1 0.316479 0.000159 0.054538 0.021245 0.240537 4
3500 1 0.317169 0.000148 0.053663 0.021239 0.242119 4
3520 1 0.322495 0.000155 0.05405 0.021362 0.246928 4
3540 1 0.325643 0.000151 0.054577 0.0212 0.249715 4
3560 1 0.326037 0.000149 0.054579 0.021258 0.250051 4
3580 1 0.341325 0.000158 0.05467 0.02121 0.265287 4
3600 1 0.343361 0.000151 0.055228 0.021202 0.26678 4
3620 1 0.347543 0.000151 0.055182 0.021201 0.271009 4
3640 1 0.355558 0.000152 0.057987 0.021258 0.276161 4
3660 1 0.359634 0.000154 0.058478 0.0212 0.279802 4
3680 1 0.365866 0.000159 0.058746 0.021204 0.285757 4
3700 1 0.377013 0.000148 0.060548 0.02153 0.294787 3
3720 1 0.379556 0.000153 0.060889 0.021203 0.297311 3
3740 1 0.387026 0.000149 0.063274 0.021226 0.302377 3
3760 1 0.398695 0.000151 0.067302 0.021244 0.309998 3
3780 1 0.401926 0.000148 0.067845 0.021256 0.312677 3
3800 1 0.412321 0.000155 0.067921 0.021264 0.322981 3
3820 1 0.422406 0.00015 0.069723 0.02126 0.331273 3
3840 1 0.428346 0.000149 0.070031 0.021272 0.336894 3
3860 1 0.433346 0.000149 0.071186 0.021232 0.340779 3
3880 1 0.440867 0.000143 0.072357 0.021258 0.347109 3
3900 1 0.445185 0.000147 0.07358 0.021199 0.350259 3
