"Number of Particles" "Sprites per particle" "Step time" "Emission time" "Rendering time" "LBM step time" "Update time" "FPS"
2000 1 0.096645 0.000379 0.020969 0.020846 0.054451 13
2020 1 0.097958 0.000372 0.021111 0.020857 0.055618 13
2040 1 0.099176 0.000394 0.021318 0.020859 0.056605 13
2060 1 0.100655 0.000395 0.02172 0.020839 0.057701 13
2080 1 0.101855 0.000382 0.021782 0.02084 0.058851 13
2100 1 0.103122 0.000373 0.021926 0.020876 0.059947 13
2120 1 0.105246 0.000392 0.022192 0.021581 0.061081 13
2140 1 0.105966 0.000377 0.022418 0.020841 0.06233 13
2160 1 0.107516 0.000369 0.022764 0.020982 0.063401 13
2180 1 0.108679 0.000378 0.022769 0.020949 0.064583 13
2200 1 0.11015 0.000395 0.023032 0.020969 0.065754 13
2220 1 0.11145 0.000381 0.023302 0.020835 0.066932 10
2240 1 0.112846 0.00038 0.023443 0.020887 0.068136 10
2260 1 0.114315 0.000385 0.023631 0.020926 0.069373 10
2280 1 0.115667 0.000385 0.023844 0.020851 0.070587 10
2300 1 0.11717 0.000383 0.024093 0.020833 0.071861 10
2320 1 0.119089 0.000384 0.024354 0.020906 0.073445 10
2340 1 0.120091 0.00035 0.024616 0.020832 0.074293 10
2360 1 0.121549 0.000389 0.024653 0.020974 0.075533 10
2380 1 0.123014 0.000376 0.024942 0.020838 0.076858 10
2400 1 0.124706 0.000374 0.025109 0.02086 0.078363 10
2420 1 0.126284 0.000386 0.025412 0.020835 0.079651 10
2440 1 0.127708 0.000392 0.025481 0.02092 0.080915 10
2460 1 0.129596 0.00039 0.025842 0.020844 0.08252 10
2480 1 0.132264 0.000377 0.026218 0.020847 0.084822 9
2500 1 0.133687 0.000376 0.026346 0.020866 0.086099 9
2520 1 0.135866 0.000382 0.02647 0.020843 0.088171 9
2540 1 0.137419 0.000374 0.0266 0.02088 0.089565 9
2560 1 0.138967 0.000382 0.026849 0.02085 0.090886 9
2580 1 0.141595 0.000392 0.027064 0.020844 0.093295 9
2600 1 0.143396 0.000386 0.027318 0.020843 0.094849 9
2620 1 0.145086 0.000372 0.027516 0.020834 0.096364 9
2640 1 0.147002 0.000378 0.027889 0.020953 0.097782 9
2660 1 0.148911 0.000372 0.02781 0.020906 0.099823 9
2680 1 0.150883 0.000395 0.028068 0.020882 0.101538 9
2700 1 0.152409 0.00038 0.02822 0.020895 0.102914 8
2720 1 0.154859 0.000381 0.028437 0.020888 0.105153 8
2740 1 0.157315 0.000391 0.028671 0.020834 0.107419 8
2760 1 0.158928 0.000442 0.028805 0.020895 0.108786 8
2780 1 0.160572 0.000375 0.029268 0.02083 0.110099 8
2800 1 0.162989 0.000392 0.02937 0.020896 0.112331 8
2820 1 0.165082 0.000387 0.029514 0.020884 0.114297 8
2840 1 0.167956 0.000391 0.029793 0.020842 0.11693 8
2860 1 0.170804 0.000453 0.029935 0.020894 0.119522 8
2880 1 0.172373 0.000374 0.030166 0.02086 0.120973 8
2900 1 0.173843 0.000378 0.030382 0.020832 0.122251 7
2920 1 0.17681 0.00039 0.030508 0.020893 0.125019 7
2940 1 0.179397 0.000377 0.030806 0.020899 0.127315 7
2960 1 0.181457 0.000385 0.030887 0.020841 0.129344 7
2980 1 0.185114 0.000371 0.031117 0.020868 0.132758 7
3000 1 0.187923 0.000379 0.0319 0.020965 0.134679 7
3020 1 0.190032 0.000382 0.031581 0.020834 0.137235 7
3040 1 0.192924 0.000223 0.031885 0.020852 0.139964 7
3060 1 0.196159 0.000386 0.032143 0.020831 0.142799 7
3080 1 0.200094 0.000398 0.03222 0.020859 0.146617 6
3100 1 0.202436 0.000375 0.032395 0.020851 0.148815 6
3120 1 0.205634 0.00038 0.032705 0.020847 0.151702 6
3140 1 0.208124 0.00037 0.03288 0.020833 0.154041 6
3160 1 0.210172 0.000383 0.033221 0.020846 0.155722 6
3180 1 0.211745 0.000383 0.033157 0.020841 0.157364 6
3200 1 0.215376 0.000376 0.033597 0.020955 0.160448 6
3220 1 0.217206 0.000382 0.033818 0.020879 0.162127 6
3240 1 0.219974 0.000381 0.03393 0.020913 0.16475 5
3260 1 0.223223 0.000368 0.034146 0.020849 0.16786 5
3280 1 0.225915 0.000362 0.03433 0.020844 0.170379 5
3300 1 0.228546 0.00037 0.034582 0.020832 0.172762 5
3320 1 0.230571 0.00037 0.034809 0.020996 0.174396 5
3340 1 0.234368 0.000373 0.034874 0.020845 0.178276 5
3360 1 0.23818 0.000385 0.035187 0.020932 0.181676 5
3380 1 0.243737 0.000515 0.036929 0.020857 0.185436 5
3400 1 0.247329 0.000431 0.035521 0.020994 0.190383 5
3420 1 0.254349 0.000379 0.035857 0.020906 0.197207 5
3440 1 0.258989 0.000377 0.03598 0.020912 0.20172 5
3460 1 0.262482 0.000366 0.036595 0.020831 0.20469 5
3480 1 0.265554 0.000381 0.036464 0.020916 0.207793 5
3500 1 0.268489 0.000222 0.036627 0.020842 0.210798 4
3520 1 0.271163 0.00039 0.037257 0.020849 0.212667 4
3540 1 0.274115 0.000372 0.037255 0.020845 0.215643 4
3560 1 0.279863 0.000361 0.03935 0.02085 0.219302 4
3580 1 0.284567 0.000376 0.039561 0.020848 0.223782 4
3600 1 0.292522 0.000377 0.040991 0.020847 0.230307 4
3620 1 0.296794 0.000363 0.04112 0.020877 0.234434 4
3640 1 0.300076 0.000377 0.041768 0.020847 0.237084 4
3660 1 0.307827 0.000377 0.043168 0.020878 0.243404 4
3680 1 0.313318 0.000374 0.043495 0.020857 0.248592 4
3700 1 0.317777 0.000379 0.045505 0.020833 0.25106 4
3720 1 0.32097 0.000384 0.045879 0.020961 0.253746 4
3740 1 0.318379 0.000375 0.042747 0.020826 0.254431 4
3760 1 0.329261 0.000382 0.047919 0.020889 0.260071 4
3780 1 0.333041 0.000369 0.046879 0.020834 0.264959 4
3800 1 0.341175 0.000392 0.04806 0.020878 0.271845 4
3820 1 0.344778 0.000383 0.051754 0.020842 0.271799 4
3840 1 0.34997 0.000373 0.051596 0.02084 0.277161 4
3860 1 0.353687 0.000369 0.047309 0.021011 0.284998 4
3880 1 0.361355 0.000372 0.051629 0.020841 0.288513 4
3900 1 0.369916 0.000379 0.053941 0.020825 0.294771 4
3920 1 0.374428 0.000377 0.055886 0.020836 0.297329 3
3940 1 0.377654 0.000382 0.054129 0.020888 0.302255 3
3960 1 0.381094 0.000385 0.052538 0.02086 0.307311 3
3980 1 0.384181 0.000377 0.051449 0.020835 0.31152 3
4000 1 0.391428 0.000365 0.053008 0.020843 0.317212 3
4020 1 0.397694 0.000367 0.055475 0.020871 0.320981 3
4040 1 0.406768 0.000372 0.058219 0.020879 0.327298 3
4060 1 0.410347 0.000391 0.056708 0.020828 0.33242 3
4080 1 0.41387 0.00038 0.056898 0.020842 0.33575 3
4100 1 0.422615 0.000381 0.057388 0.020869 0.343977 3
4120 1 0.430383 0.000371 0.0569 0.020858 0.352254 3
4140 1 0.432509 0.000359 0.056223 0.020828 0.355099 3
4160 1 0.439821 0.000358 0.056988 0.02087 0.361605 3
4180 1 0.446104 6.7e-05 0.057108 0.020829 0.3681 3
4200 1 0.457514 0.00037 0.059324 0.020847 0.376973 3
4220 1 0.468361 0.000372 0.062427 0.020827 0.384735 3
4240 1 0.483765 0.00037 0.06483 0.020868 0.397697 3
4260 1 0.491117 0.000372 0.066205 0.020831 0.403709 3
4280 1 0.498384 0.00037 0.062474 0.020837 0.414703 3
4300 1 0.502165 0.000365 0.064238 0.020824 0.416738 3
4320 1 0.513272 0.000436 0.067672 0.02084 0.424324 3
4340 1 0.524204 0.000381 0.066722 0.020878 0.436223 3
4360 1 0.532301 0.000388 0.064228 0.020851 0.446834 3
4380 1 0.547466 0.000368 0.069072 0.020826 0.4572 2
4400 1 0.557084 0.000366 0.068878 0.020927 0.466913 2
4420 1 0.56061 0.000374 0.065185 0.020831 0.47422 2
4440 1 0.577013 0.000357 0.070911 0.020839 0.484906 2
4460 1 0.586784 8e-05 0.070743 0.020827 0.495134 2
4480 1 0.593196 0.000377 0.070901 0.020839 0.501079 2
4500 1 0.605673 0.000368 0.072136 0.020849 0.51232 2
4520 1 0.606404 0.000363 0.068605 0.020841 0.516595 2
4540 1 0.619477 7.1e-05 0.074386 0.020873 0.524147 2
4560 1 0.629677 0.000377 0.070359 0.020881 0.53806 2
4580 1 0.638324 0.00037 0.073948 0.020931 0.543075 2
4600 1 0.640205 0.000364 0.072376 0.02085 0.546615 2
4620 1 0.652007 0.000369 0.07514 0.020821 0.555677 2
4640 1 0.654546 0.000364 0.073891 0.020936 0.559355 2
4660 1 0.6712 0.000386 0.075633 0.020833 0.574348 2
4680 1 0.678842 0.000356 0.076755 0.020834 0.580897 2
4700 1 0.681146 0.000366 0.074031 0.020832 0.585917 2
4720 1 0.692437 0.000365 0.077555 0.020846 0.593671 2
4740 1 0.705126 0.000369 0.078416 0.020874 0.605467 2
4760 1 0.706653 0.000369 0.075332 0.020874 0.610078 2
4780 1 0.725439 0.000362 0.07949 0.020822 0.624765 2
4800 1 0.728568 0.00037 0.080057 0.020844 0.627297 2
4820 1 0.730824 0.00037 0.07906 0.020868 0.630526 2
4840 1 0.742378 0.000224 0.077857 0.020832 0.643465 2
4860 1 0.753593 0.000362 0.078281 0.020836 0.654114 2
4880 1 0.76728 0.000378 0.080347 0.02083 0.665725 2
4900 1 0.77354 0.00037 0.080798 0.020821 0.671551 2
4920 1 0.785173 0.000353 0.081576 0.020846 0.682398 2
4940 1 0.790212 0.000361 0.080699 0.020832 0.68832 2
4960 1 0.800127 0.000352 0.079622 0.020897 0.699256 2
4980 1 0.809726 0.000358 0.080049 0.020822 0.708497 2
5000 1 0.822194 0.000364 0.082784 0.020871 0.718175 2
