"Number of Particles" "Sprites per particle" "Step time" "Emission time" "Rendering time" "LBM step time" "Update time"
100 4 0.02471 0.000913 0.004497 0.019012 0.000288 1
200 4 0.035115 0.003235 0.010727 0.020005 0.001148 1
300 4 0.035667 0.000867 0.014133 0.018952 0.001715 1
400 4 0.040854 0.000871 0.018155 0.018931 0.002897 1
500 4 0.046637 0.00089 0.022343 0.018958 0.004446 1
600 4 0.052538 0.000901 0.026481 0.018938 0.006218 1
700 4 0.058712 0.000881 0.030582 0.018951 0.008298 1
800 4 0.06536 0.000896 0.034864 0.01895 0.01065 1
900 4 0.072256 0.000897 0.039104 0.018935 0.01332 1
1000 4 0.079457 0.000893 0.043337 0.018949 0.016278 1
1100 4 0.087222 0.0009 0.047805 0.018966 0.019551 1
1200 4 0.094728 0.000856 0.051785 0.018939 0.023148 1
1300 4 0.103369 0.000896 0.055805 0.018945 0.027723 1
1400 4 0.11204 0.000892 0.059946 0.018934 0.032268 1
1500 4 0.121908 0.000892 0.064273 0.018958 0.037785 1
1600 4 0.133675 0.000898 0.068986 0.018979 0.044812 1
1700 4 0.143788 0.000895 0.072353 0.018935 0.051605 1
1800 4 0.156261 0.000886 0.078412 0.018926 0.058037 1
1900 4 0.165285 0.000891 0.081047 0.018938 0.064409 12
2000 4 0.176949 0.000884 0.0852 0.018954 0.071911 12
2100 4 0.193716 0.000889 0.089585 0.018967 0.084275 12
2200 4 0.210144 0.000817 0.094252 0.019053 0.096022 12
2300 4 0.23066 0.000878 0.102268 0.01893 0.108584 12
2400 4 0.251189 0.000893 0.101929 0.018967 0.1294 12
2500 4 0.274275 0.00088 0.108787 0.018943 0.145665 12
2600 4 0.290787 0.000876 0.111079 0.018932 0.1599 5
2700 4 0.314939 0.000878 0.114598 0.018963 0.1805 5
2800 4 0.347189 0.000879 0.127045 0.018939 0.200326 5
2900 4 0.383437 0.00088 0.131651 0.019809 0.231097 5
3000 4 0.410091 0.000872 0.130254 0.018936 0.260029 5
3100 4 0.443858 0.00088 0.135014 0.018927 0.289037 3
3200 4 0.483378 0.000871 0.140116 0.018935 0.323456 3
3300 4 0.537144 0.000877 0.142139 0.018933 0.375195 3
3400 4 0.586099 0.000874 0.14868 0.018965 0.41758 3
3500 4 0.704274 0.00087 0.150486 0.019087 0.533831 2
3600 4 0.705337 0.000863 0.158634 0.018957 0.526883 2
3700 4 0.772891 0.000873 0.165707 0.01897 0.587341 2
3800 4 0.842066 0.000871 0.172629 0.018935 0.649631 2
3900 4 0.917468 0.000867 0.169787 0.018921 0.727893 2
4000 4 1.00559 0.000869 0.184634 0.018953 0.801135 2
4100 4 1.09294 0.000869 0.184153 0.018977 0.88894 2
4200 4 1.21286 0.000862 0.182671 0.019137 1.01019 1
4300 4 1.29273 0.000867 0.191802 0.018933 1.08113 1
4400 4 1.39531 0.000862 0.192737 0.018945 1.18277 1
4500 4 1.5174 0.000866 0.200145 0.018932 1.29746 1
4600 4 1.63698 0.000858 0.204859 0.018949 1.41231 1
4700 4 1.72388 0.000866 0.20197 0.018934 1.50211 1
4800 4 1.87303 0.000858 0.207626 0.018931 1.64562 1
4900 4 2.03267 0.000874 0.217747 0.018927 1.79513 1
5000 4 2.11468 0.000862 0.231269 0.018934 1.86361 1
5100 4 2.28888 0.00087 0.229982 0.01895 2.03907 1
5200 4 2.39959 0.001083 0.240043 0.01897 2.13949 1
5300 4 2.57331 0.000862 0.240028 0.023576 2.30884 1
5400 4 2.6627 0.000859 0.239131 0.018941 2.40377 1
5500 4 2.8273 0.000861 0.241297 0.01894 2.5662 1
5600 4 3.00189 0.000867 0.246383 0.01892 2.73572 1
5700 4 3.1335 0.000888 0.251501 0.018927 2.86219 1
5800 4 3.26332 0.000863 0.258347 0.018932 2.98518 1
5900 4 3.50019 0.000859 0.264157 0.019016 3.21616 1
6000 4 3.65413 0.003056 0.265812 0.019007 3.36625 1
6100 4 3.74184 0.000978 0.274131 0.018934 3.44779 1
6200 4 3.91967 0.000985 0.282231 0.018947 3.6175 1
6300 4 4.04658 0.000993 0.276298 0.018937 3.75035 1
6400 4 4.23982 0.000985 0.291916 0.018934 3.92798 1
6500 4 4.41238 0.000986 0.288756 0.018923 4.10371 1
6600 4 4.58973 0.000996 0.295915 0.01893 4.27389 1
6700 4 4.99609 0.001209 0.295868 0.019111 4.6799 1
6800 4 4.9022 0.000982 0.290852 0.019078 4.59129 1
6900 4 5.35836 0.000984 0.303811 0.018945 5.03462 1
7000 4 5.21679 0.000857 0.316464 0.018924 4.88054 1
7100 4 5.39029 0.000859 0.319105 0.018931 5.05139 1
7200 4 5.54558 0.000859 0.317527 0.018925 5.20827 1
7300 4 5.77073 0.000863 0.331833 0.01894 5.41909 1
7400 4 5.94062 0.00086 0.332301 0.018971 5.58849 1
7500 4 6.40006 0.000857 0.334415 0.018926 6.04586 1
7600 4 6.29176 0.000853 0.340112 0.018938 5.93186 1
7700 4 6.53457 0.000856 0.354471 0.01893 6.16031 1
7800 4 6.67928 0.000862 0.348799 0.018937 6.31068 1
7900 4 6.87812 0.00087 0.351226 0.018951 6.50707 1
8000 4 7.21098 0.000861 0.365249 0.019001 6.82587 1
8100 4 7.36338 0.000863 0.362499 0.018978 6.98104 1
8200 4 7.54515 0.000858 0.370079 0.02019 7.15402 1
8300 4 7.59499 0.00085 0.368389 0.018932 7.20682 1
