"Number of Particles" "Sprites per particle" "Step time" "Emission time" "Rendering time" "LBM step time" "Update time" "FPS"
980 1 0.044181 8.2e-05 0.009964 0.020792 0.013343 32
1000 1 0.044924 8.5e-05 0.010153 0.020816 0.01387 32
1020 1 0.045696 8.4e-05 0.010391 0.020798 0.014423 32
1040 1 0.046521 7.8e-05 0.010631 0.020795 0.015017 32
1060 1 0.047171 6.5e-05 0.010745 0.020803 0.015558 32
1080 1 0.047979 7.9e-05 0.010949 0.020789 0.016162 32
1100 1 0.051428 7.7e-05 0.013802 0.020811 0.016738 32
1120 1 0.049558 8.3e-05 0.011357 0.020781 0.017337 32
1140 1 0.050404 8.4e-05 0.011567 0.020791 0.017962 32
1160 1 0.051209 7.6e-05 0.011734 0.020798 0.018601 32
1180 1 0.052132 8e-05 0.012008 0.020797 0.019247 32
1200 1 0.052911 7.6e-05 0.01215 0.020798 0.019887 32
1220 1 0.053889 7.6e-05 0.012441 0.020793 0.020579 32
1240 1 0.054675 8.2e-05 0.012591 0.020788 0.021214 32
1260 1 0.055664 7.9e-05 0.012882 0.020797 0.021906 32
1280 1 0.056903 7.9e-05 0.013038 0.020833 0.022953 32
1300 1 0.057747 8.4e-05 0.013235 0.020817 0.023611 32
1320 1 0.058638 8.5e-05 0.013443 0.020786 0.024324 32
1340 1 0.059568 8e-05 0.013623 0.020806 0.025059 32
1360 1 0.060502 7.8e-05 0.013833 0.020782 0.025809 32
1380 1 0.061597 8.2e-05 0.014093 0.020793 0.026629 32
1400 1 0.06248 7.7e-05 0.014277 0.020781 0.027345 32
1420 1 0.063188 7.7e-05 0.014416 0.020812 0.027883 32
1440 1 0.064332 7.9e-05 0.014754 0.020791 0.028708 32
1460 1 0.065125 7.5e-05 0.014808 0.020792 0.02945 32
1480 1 0.066238 7.6e-05 0.015126 0.020779 0.030257 32
1500 1 0.067121 7.5e-05 0.015214 0.0208 0.031032 32
1520 1 0.068157 8e-05 0.015439 0.020774 0.031864 18
1540 1 0.069236 8.1e-05 0.015634 0.020805 0.032716 18
1560 1 0.070585 7.8e-05 0.01597 0.020924 0.033613 18
1580 1 0.071476 8.1e-05 0.016048 0.020818 0.034529 18
1600 1 0.07245 7.7e-05 0.016252 0.020778 0.035343 18
1620 1 0.073831 8.5e-05 0.016522 0.020938 0.036286 18
1640 1 0.074682 7.6e-05 0.01674 0.020777 0.037089 18
1660 1 0.076152 8.1e-05 0.016845 0.020808 0.038418 18
1680 1 0.077272 7.7e-05 0.017073 0.020777 0.039345 18
1700 1 0.079578 7.7e-05 0.017349 0.020945 0.041207 18
1720 1 0.080695 8e-05 0.017457 0.020931 0.042227 18
1740 1 0.082692 7.7e-05 0.017712 0.020797 0.044106 18
1760 1 0.083944 8e-05 0.017934 0.020843 0.045087 18
1780 1 0.084914 8e-05 0.018135 0.020808 0.045891 18
1800 1 0.086794 8.5e-05 0.018403 0.020777 0.047529 18
1820 1 0.089088 7.5e-05 0.018495 0.020792 0.049726 18
1840 1 0.090487 7.7e-05 0.018724 0.020838 0.050848 18
1860 1 0.091678 8.1e-05 0.018932 0.020799 0.051866 18
1880 1 0.094156 7.7e-05 0.019763 0.021357 0.052959 18
1900 1 0.093906 7.8e-05 0.019256 0.020792 0.05378 13
1920 1 0.095539 8.6e-05 0.019601 0.020849 0.055003 13
1940 1 0.097073 8.1e-05 0.019819 0.020893 0.05628 13
1960 1 0.097994 8.8e-05 0.019937 0.020787 0.057182 13
1980 1 0.099448 7.7e-05 0.020084 0.020927 0.05836 13
2000 1 0.100995 7.8e-05 0.020422 0.020817 0.059678 13
2020 1 0.102364 7.6e-05 0.02047 0.02079 0.061028 13
2040 1 0.104646 8e-05 0.020809 0.020828 0.062929 13
2060 1 0.106099 8.2e-05 0.021012 0.020787 0.064218 13
2080 1 0.107365 6.5e-05 0.021107 0.02078 0.065413 13
2100 1 0.108651 6.6e-05 0.021297 0.020802 0.066486 13
2120 1 0.110121 7.8e-05 0.021582 0.020781 0.06768 13
2140 1 0.113782 7.4e-05 0.021784 0.023142 0.068782 13
2160 1 0.112966 8.1e-05 0.021988 0.020786 0.070111 13
2180 1 0.11437 7.9e-05 0.022224 0.020854 0.071213 13
2200 1 0.115644 8.2e-05 0.022417 0.020795 0.07235 10
2220 1 0.117717 8.2e-05 0.022602 0.020799 0.074234 10
2240 1 0.119716 7.9e-05 0.022881 0.020793 0.075963 10
2260 1 0.120743 8.5e-05 0.022985 0.020796 0.076877 10
2280 1 0.122448 7.5e-05 0.023287 0.020792 0.078294 10
2300 1 0.124261 8.2e-05 0.023383 0.020794 0.080002 10
2320 1 0.125589 7.8e-05 0.02355 0.020789 0.081172 10
2340 1 0.127605 7.9e-05 0.023904 0.020786 0.082836 10
2360 1 0.129646 8.8e-05 0.023971 0.020781 0.084806 10
2380 1 0.131404 7.8e-05 0.024184 0.02079 0.086352 10
2400 1 0.132947 7.7e-05 0.024479 0.02078 0.087611 10
2420 1 0.134742 7.6e-05 0.024767 0.020797 0.089102 10
2440 1 0.136191 7.6e-05 0.024939 0.020781 0.090395 8
2460 1 0.137248 7.3e-05 0.02507 0.020883 0.091222 8
2480 1 0.138894 7.5e-05 0.025258 0.020782 0.092779 8
2500 1 0.140241 8.7e-05 0.025401 0.020797 0.093956 8
2520 1 0.141953 7.7e-05 0.025621 0.020782 0.095473 8
2540 1 0.145093 7.6e-05 0.025913 0.020795 0.098309 8
2560 1 0.146737 8e-05 0.026131 0.020782 0.099744 8
2580 1 0.148307 7.6e-05 0.026299 0.020788 0.101144 8
2600 1 0.150414 8.5e-05 0.026544 0.020839 0.102946 8
2620 1 0.151997 7.9e-05 0.026626 0.020801 0.104491 8
2640 1 0.154761 8e-05 0.026838 0.020782 0.107061 8
2660 1 0.156375 7.6e-05 0.027064 0.020796 0.108439 7
2680 1 0.161875 7.6e-05 0.027194 0.020874 0.113731 7
2700 1 0.160639 7.4e-05 0.027488 0.0208 0.112277 7
2720 1 0.165081 7.5e-05 0.027719 0.020782 0.116505 7
2740 1 0.164471 7.4e-05 0.028029 0.020802 0.115566 7
2760 1 0.165979 8.7e-05 0.027974 0.0208 0.117118 7
2780 1 0.169129 7.3e-05 0.028203 0.020819 0.120034 7
2800 1 0.171214 7.8e-05 0.028414 0.020784 0.121938 7
2820 1 0.17298 8.2e-05 0.028622 0.020791 0.123485 7
2840 1 0.178633 7.8e-05 0.028932 0.020785 0.128838 7
2860 1 0.181017 7.9e-05 0.029102 0.020794 0.131042 6
2880 1 0.18344 7.7e-05 0.02926 0.020791 0.133312 6
2900 1 0.186471 8.1e-05 0.02961 0.020862 0.135918 6
2920 1 0.189075 8.8e-05 0.029707 0.020788 0.138492 6
2940 1 0.192807 8e-05 0.029713 0.020809 0.142205 6
2960 1 0.193759 7.8e-05 0.030039 0.020786 0.142856 6
2980 1 0.197046 7.7e-05 0.030344 0.020882 0.145743 6
3000 1 0.198935 7.5e-05 0.030543 0.020779 0.147538 6
3020 1 0.20066 7.6e-05 0.030864 0.020793 0.148927 6
3040 1 0.204356 7.6e-05 0.031017 0.020779 0.152484 6
3060 1 0.206025 7.6e-05 0.031206 0.020825 0.153918 6
3080 1 0.210151 8.2e-05 0.031415 0.020797 0.157857 6
3100 1 0.213662 7.4e-05 0.031479 0.020803 0.161306 6
3120 1 0.21814 7.7e-05 0.031821 0.020784 0.165458 6
3140 1 0.226343 7.5e-05 0.031859 0.020798 0.173611 6
3160 1 0.225953 7.8e-05 0.032234 0.02087 0.172771 6
3180 1 0.229343 7.5e-05 0.032385 0.020794 0.176089 5
3200 1 0.23329 7.6e-05 0.032628 0.020835 0.179751 5
3220 1 0.234772 7.9e-05 0.032694 0.020798 0.181201 5
3240 1 0.238611 8.1e-05 0.033076 0.020795 0.184659 5
3260 1 0.239752 7.7e-05 0.033319 0.02082 0.185536 5
3280 1 0.24233 7.9e-05 0.033591 0.020797 0.187863 5
3300 1 0.24658 8.4e-05 0.034632 0.020814 0.19105 5
3320 1 0.247947 7.6e-05 0.033762 0.020802 0.193307 5
3340 1 0.255595 7.7e-05 0.035925 0.0208 0.198793 5
3360 1 0.258995 7.6e-05 0.037241 0.020794 0.200884 5
3380 1 0.258673 7.4e-05 0.034738 0.020816 0.203045 5
3400 1 0.265231 7.1e-05 0.038679 0.020776 0.205705 5
3420 1 0.267017 7.9e-05 0.03913 0.020791 0.207017 5
3440 1 0.265463 7.8e-05 0.035045 0.020789 0.209551 4
3460 1 0.276809 7.7e-05 0.040312 0.020791 0.215629 4
3480 1 0.277433 7.7e-05 0.041562 0.020782 0.215012 4
3500 1 0.276011 7.6e-05 0.035469 0.020789 0.219677 4
3520 1 0.285141 8.1e-05 0.041988 0.02078 0.222292 4
3540 1 0.287449 7.7e-05 0.04031 0.020798 0.226264 4
3560 1 0.293356 7.5e-05 0.043279 0.020778 0.229224 4
3580 1 0.296185 7.7e-05 0.042118 0.020805 0.233185 4
3600 1 0.293979 7.5e-05 0.037499 0.020787 0.235618 4
3620 1 0.302144 7.8e-05 0.044191 0.020885 0.23699 4
3640 1 0.300439 7.5e-05 0.038853 0.020773 0.240738 4
3660 1 0.308702 7.6e-05 0.043078 0.020795 0.244753 4
3680 1 0.312225 7.8e-05 0.042725 0.020789 0.248633 4
3700 1 0.317728 7.6e-05 0.044692 0.020787 0.252173 4
3720 1 0.318207 7.4e-05 0.04283 0.020784 0.254519 4
3740 1 0.324028 7.5e-05 0.043999 0.020792 0.259162 4
3760 1 0.325711 7.5e-05 0.043021 0.020787 0.261828 4
3780 1 0.330586 7.6e-05 0.044169 0.020802 0.265539 4
3800 1 0.337586 7.2e-05 0.045115 0.020943 0.271456 4
3820 1 0.343558 8.6e-05 0.043633 0.020874 0.278965 4
3840 1 0.347216 7.6e-05 0.043066 0.020785 0.283289 4
3860 1 0.354413 7.8e-05 0.047455 0.020878 0.286002 4
3880 1 0.352717 8e-05 0.041553 0.020781 0.290303 3
3900 1 0.365308 7.7e-05 0.049541 0.020784 0.294906 3
3920 1 0.366911 7.5e-05 0.047896 0.020788 0.298152 3
3940 1 0.379584 7.7e-05 0.054779 0.020863 0.303865 3
3960 1 0.385513 7.8e-05 0.054937 0.020792 0.309706 3
3980 1 0.388141 7.4e-05 0.053055 0.020791 0.314221 3
4000 1 0.39898 7.6e-05 0.060807 0.020783 0.317314 3
4020 1 0.40151 8e-05 0.060456 0.020791 0.320183 3
4040 1 0.407528 7.5e-05 0.059065 0.020784 0.327604 3
4060 1 0.410641 8.5e-05 0.060343 0.020791 0.329422 3
4080 1 0.421989 7.3e-05 0.065876 0.020791 0.335249 3
4100 1 0.42437 7.2e-05 0.066126 0.020859 0.337313 3
4120 1 0.434275 6.5e-05 0.06494 0.020782 0.348488 3
4140 1 0.435965 6.3e-05 0.060971 0.02079 0.354141 3
4160 1 0.446659 6.5e-05 0.061798 0.020779 0.364017 3
4180 1 0.463685 7.2e-05 0.06735 0.020805 0.375458 3
4200 1 0.466068 9e-05 0.071914 0.020833 0.373231 3
4220 1 0.46329 7.6e-05 0.067638 0.020788 0.374788 3
4240 1 0.471066 7.6e-05 0.065864 0.020779 0.384347 3
4260 1 0.476756 9.5e-05 0.071606 0.020784 0.384271 3
4280 1 0.477851 7.4e-05 0.068005 0.020786 0.388986 3
4300 1 0.495862 7.5e-05 0.066034 0.02079 0.408963 3
4320 1 0.491559 7.8e-05 0.065312 0.02078 0.405389 3
4340 1 0.493929 8e-05 0.066739 0.020795 0.406315 3
4360 1 0.508601 7.7e-05 0.063279 0.020779 0.424466 3
4380 1 0.494932 7.5e-05 0.061063 0.020792 0.413002 3
4400 1 0.50067 7.2e-05 0.060365 0.020805 0.419428 3
4420 1 0.522573 7.4e-05 0.062357 0.020789 0.439353 3
4440 1 0.521621 7.2e-05 0.064043 0.020792 0.436714 2
4460 1 0.533793 7.5e-05 0.064679 0.02079 0.448249 2
4480 1 0.54671 8.8e-05 0.070314 0.020777 0.455531 2
4500 1 0.546538 8.1e-05 0.064305 0.020799 0.461353 2
4520 1 0.565533 7.8e-05 0.063646 0.020789 0.48102 2
4540 1 0.570859 7.5e-05 0.068821 0.020815 0.481148 2
4560 1 0.588437 7.8e-05 0.069353 0.020778 0.498228 2
4580 1 0.58212 7.5e-05 0.06517 0.020787 0.496088 2
4600 1 0.596186 7.5e-05 0.06984 0.020886 0.505385 2
4620 1 0.620048 7.8e-05 0.070856 0.020793 0.528321 2
4640 1 0.615214 7.5e-05 0.070551 0.020785 0.523803 2
4660 1 0.637248 7.5e-05 0.073306 0.020804 0.543063 2
4680 1 0.631805 7.7e-05 0.071195 0.020794 0.539739 2
4700 1 0.6618 7.2e-05 0.076545 0.020792 0.564391 2
4720 1 0.6576 7.3e-05 0.076234 0.020784 0.560509 2
4740 1 0.7156 7.1e-05 0.080626 0.020792 0.614111 2
4760 1 0.690826 0.000828 0.086108 0.020776 0.583114 2
4780 1 0.692299 7.6e-05 0.084555 0.020846 0.586822 2
4800 1 0.694449 7.5e-05 0.083534 0.020781 0.590059 2
4820 1 0.713749 7.6e-05 0.084535 0.020793 0.608345 2
4840 1 0.706882 7.6e-05 0.086141 0.020781 0.599884 2
4860 1 0.73657 7.5e-05 0.087543 0.02081 0.628142 2
4880 1 0.729252 7.5e-05 0.087221 0.020777 0.621179 2
4900 1 0.747076 7.9e-05 0.085764 0.020788 0.640445 2
4920 1 0.74833 7.4e-05 0.089032 0.020786 0.638438 2
4940 1 0.770842 7.5e-05 0.084981 0.020811 0.664975 2
4960 1 0.768594 7.8e-05 0.082776 0.020776 0.664964 2
4980 1 0.792494 7.5e-05 0.078207 0.027646 0.686566 2
5000 1 0.803487 8e-05 0.081806 0.020779 0.700822 2
